clean_text,sentimen
buat apa verifikasi pakai ktp tapi ujung ujungnya harus ke cabang terdekat  daftar 7 kali gagal terus,negatif
Sistem jelek  udah regis ngga keluar2 tombol selesainya  alhasil kirim pesan terus bikin saldo terbuang2,negatif
"Aplikasi gajelas   verifikasi muka berkali2 ga bisa 
Baru kali nemu app verif wajah gagal mulu",positif
Ga bisa verifikasi jelek banget ini aps ga guna,negatif
Berkali kali dan berbulan bulan coba verifikasi ID selalu gagal dan berujung terblokir  Sudah menghubungi Call Center namun hanya bantu buka blokir saja dan kembali lagi ke masalah pertama yaitu gagal verifikasi ID  Mungkin kalau belum siap  harusnya ada opsi lain untuk verifikasi atau mungkin bisa offline ke kantor cabang ,negatif
aplikasi sesat gabisa verif kocak,positif
Aplikasi seharusnya hanya ambil KTP saja  Proses verifikasi wajah selalu gagal ,negatif
Really really bad app,negatif
Wajah tidak di kenali terus capek nyoba mending daftar grab gampang,positif
"Entah mengapa setelah verif wajah ga muncul popup layar apapun itu  nunggu lebih dari 20 menit 
Perasaan muka kaga pernah ganti ",positif
Really hard just to sign up  This app is being  why should be easy if you can make it difficult  ,negatif
"Jujur ini udah coba berkali kali foto KTP sama selfie kenapa gak sinkron ya  masa harus ganti foto ktp dulu yaaa  
Kocak sudah banget lolos OCR nya padal mah ini muka gue jg gak berubah signifikan dari 7 tahun lalu 
Malah bikin ribet sendiri karena gagal mulu  Warningnya cuma  Verifikasi gagal dilakukan  Silakan coba lagi besok  Udah dicoba besoknya tapi sama aja  gada arahan yg jelas bikin user bingung saja haha",negatif
udah 7x verifikasi gagal trs padahal data diri udah bener dan verifikasi muka udah di tempat terang  lapor ke cs bca gaada solusi hadeh,negatif
"Tolong buat verifikasi dipermudah 
saya udh gagal beberapa kali saat di e ktp verif 
ktp saya umur 17 dan sekarang umur 25 ya ga make sense dong untuk muka nya sama  

tapi teman saya kok gada verif ktp untuk login ke app",negatif
Tolong ini bagian IT nya masa saya sudah daftar  waktu bagian SMS utk verifikasinya tidak berhasil alias gagal terus saya sudah coba berkali kali tetap gagal  Sedangkan saya coba test SMS nomor telepon lain berhasil coba telepon hallo BCA  mereka berdalih bilang provider saya yg bermasalah padahal sistem kalian yang bermasalah ,negatif
Tiap mau login selalu verivikasi lagi fan lg pdhl akun sdh verivied tp ttp g bs login  Dahlah,negatif
susah login dan ribet lebih simpel bca mobile,negatif
hari gini msh pakai sms aplikasi gk jelas,negatif
Kok akhir2 ini aplikasinya lemot ya  loading muter2  keluar notif tidak ada internet  padahal kuota ada atau pakai wifi ,negatif
Gagal mulu verifikasi wajah heran ,negatif
Kalau bisa ngasih bintang minus bakal saya kasih minus  Aktivasi error berkali kali minta sms dr hp nyedot pulsa sampai habis tp masih gagal tertulis aktivasi problem  Tp aneh nya login bisa tp selalu minta sms dr hp  Habis itu gagal lagi  Bolak balik sampai pulsa habis  Sumpah aplikasi gak guna sampahhhh bgt,negatif
Setiap masukin no atm selalu gagal,negatif
Busuuuk  aplikasi ribet,negatif
mohon di evaluasi kembali pada saat meluncurkan aplikasi  wlwpun aplikasi ini sering banyak promo  sy sebagai nasabah sangat kecewa hampir 20x saya verifikasi wajah selalu gagal  padahal wajah saya tidak di oplas   masih sama   tapi selalu gagal  mohon di evaluasi kembali agar ke depannya  nasabah yang ingin mengunakan aplikasi ini akan merasa puas  Terima kasih,negatif
"Sudah berhasil aktifasi tapi tidak bisa login
Setiap mau login  minta kirim sms terus",positif
"jangan sering lemot error dong  koneksi aman tapi lemot itu sering banget 
ini app penting banget buat cashless daily usage  jadi dioptimalkan ya biar ga bermasalah ",positif
Tidak bisa daftar Data Investor  bolak balik cabang sama telpon Halo BCA  sampai hari ini masih tidak bisa  Sepertinya tidak nyambung antara siatem perbankan dengan investasi   dan orang cabang juga sepertinya tidak paham mengenai tata cara investasi ,negatif
Setelah menghubungi Halo BCA  Akun MyBCA akhirnya sudah aktif  Tapi di versi app ini masih gagal verifikasi KTP dan wajah  KTP asli  wajah asli  kok verifikasi masih gagal juga  Kembali ke BCA Mobile dan KlikBCA ,negatif
Saat mau buat BCA ID  gak ditanya no rek dan pass mBCA  kalau lihat tutorial dari tapi artikel bca co id seharusnya ada  Ini malah lgsg disuru sms aktivasi dan email aktivasi  alhasil pas berhasil registrasi dianggep belum punya rekening dan gak bisa konek dengan rek di mBCA  Uninstall  bye ,positif
Makin kesini makin lambat,negatif
Untuk apps secara performa sudah sangat baik hanya untuk topup e wallet mohon dibuat di bagian pembelian isi ulang agar tidak perlu repot memasukan no VA yang kedua Untuk fitur Lifestyle yang ada di BCA Mobile segera Dipindahkan ke MyBCA Agar hanya 1 aplikasi atau one gate system yang ketiga lebih dipercantik lagi tampilan antarmuka mungkin bisa seperti livin yang beraneka ragam warna semangat BCA Menjadi bank swasta terbesar di indonesia ,positif
ini kenapa ya tiap tf kepotong admin nya 14rb padahal kan harusnya ga segitu ,positif
beberapa bank udah bisa QRIS pake CC  ga ribet bawa dompet dan kartu2  jadi cukup pegangan aja  pake mobile banking bank lain lebih gampang  bisa pake CC dan saving  berharap di upgrade agar jadi lebih flexible,positif
Very slow respon  penanganan sangat lambat karna membutuhkan beberapa hari ,negatif
Sudah di dont allow paste from x tetep muncul lgi tiap ketik nominal saat trf,negatif
Aplikasi yg ribet gak berguna kita senagai nasabah dipimpong kiri kanan untuk verifikasi sdh ke kantor cabang bahkan sampai hubungi ke cs halo bca tetap gak bisa dan hanya disuruh kembali ke kantor cabang bolak balik jadi menghaniskan waktu aja utk 1 aplikasi kegini,negatif
Verifikasi eKTP   wajah saya selalu gagal  Kenapa ,negatif
Liat komen2nya dikira boongan  pas dicoba beneran ribet  wkwkwk auto uninstall  ,negatif
"1 17 1 di ios 17 2 1 13mini selalu force close setelah login  Sudah restart  inet pakai nomor sesuai tetap force close 

Update ke 1 17 2 setelah 6 hari menunggu akhirnya berhasil  walaupun verifikasi ktp dan wajah harus ulang 3x",positif
Crash Solved in 1 17 2  thankyou,negatif
toloh tambahkan fitur mutasi rekening 7 hari terakhir  soalnya tidak ada d mybca  jadinya saya harus instal bcamobile klo mau cek saldo yg masuk dlam 7 hari terakhir,negatif
Versi 1 17 2 force close ketika pilih source of fund di menu transfer IOS 17 3 iPhone 13 Pro Max,negatif
tolong fitur verifikasi wajah diperbaiki  atau bikin opsi lain sekalin verifikasi wajah  misalnya foto ktp  atau menjawab pertanyaan seputar data diri  karna fitur verifikasi wajah sering gagal terus,negatif
"Saya pengguna iphone 14 pro dengan ios 17 3
Saat versi myBCA 1 17 0 tidak ada kendala dengan apps nya 
Update ke 1 17 1 tb2 force close saat login  suda re install jg sama 
Update apps hr ini ke 1 17 2 sudah bs login  tp saat mau trf ke sesama rekening BCA  saat pilih rekening sumber  force close  Selalu begitu
Tp untuk trf ke rekening bank lain tidak ada masalah",negatif
Hi dev  tiba2 kemarin mybca crash setelah input password  awalnya mau login namun stuck freeze dan sya kill app lalu buka mybca kembali dan crash terjadi saat sdh input pass dan tekan login  sdh reset dan reinstall  reboot berulang kali tetap crash saat mau login  bisa bantu update terbaru nya spy tdk crash  mau download  downgrade mybca versi sebelumnya juga tidak tersedia  Sy pakai promax 14 ios terbaru 17 3 dan mybca terbaru  Please help  Thank you sebelumnya,positif
Mantapuuu,positif
Verifikasi ktp dan wajah gagal mulu  padahal foto ktp sudah sesuai kotak  verifikasi wajah juga sesuai instruksi,negatif
"Alwas crash after login in iPhone SE 2nd gen  Not usable at all  It was ok using previous version 
Bug critical begini dibiarin beberapa hari  Parah bener bank sekelas BCA sampe lalai ",negatif
1 17 1 version is always forced closed after log in  Please fix ,negatif
Setelah di update malah crash di iOS 17 3  Bisa dibuka tapi setelah Face ID login malah force close  ,negatif
Sejak update bersi ini mau login malah crash   Gak bisa masuk sama sekali ,negatif
verif berkali2 gagal trs  masa cuma login doang harus ke bank haha dah lah mending pindah ke bank lain ngerepotin doang udh berkali2 telfon sana sini dioper2 doang ujungnya suruh ke bank,positif
aneh bng tgabisa login pdhal udha bener semua malahan ke blokir id nya,positif
Parah lah  ga nyangka selemot dan selelet ini  yang harusnya produk unggulan dari BCA utk nasabahnya bertransaksi  yang ada malah bikin bete karna loading terus  masih bagus mbca jauh walaupun jadul,negatif
tolong segera di fix  sgt urgent,negatif
Since few days ago it start to crash right after Face ID or password input,positif
Di iOs dg provider Halo skg sering bgt error  pake wifi juga error seringnya tulisannya tidak ada koneksi  tiba tiba ke logout  Dulu padahal gak gini  poor upgrade  ,negatif
"Sering kali mau login malah tulisanya tidak ada koneksi internet 
Padahal sinyal kenceng gaada masalah tapi ketika masuk sering kali tulisanya gitu 
GAK MASUK AKAL",positif
"Sy iOS user 17 3  iPhone15ProMax  setelah update myBCA terbaru sekarang tdk bisa masuk   login  langsung nutup aplikasi nya  Mohon segera di perbaiki mengingat aplikasi myBCA sangat penting buat saya  
Terima kasih",positif
Setelah update ke versi 1 17 1 selalu force close  iOS 17 3 iphone 15 pro max ,negatif
Tidak bisa open app  selalu crash dengan update an terbaru  Mohon di benerin apps nya,positif
Hampir sebulan ini my bca jadi super duper lemot  mau login pake face id susah masuknya  padahal sinyal oke2  udah susah masuk eh mau bayar pake qris bca scan aja gak kebaca2 barcodenya  padahal awal2 muncul mybca gak pernah kayak gini loh  fix klo gini terus aq hapus nih aplikasi  ,positif
"Untuk iOS 17 3 terbaru menyebabkan aplikasi myBCA crash pada saat login  tolong segera update sistem di myBCA 

Karena Apple tidak pernah salah  yang selalu salah adalah Developer Apps yang selalu telat update ",negatif
aplikasi gabisa dibuka  force close terus,negatif
Dari update kemarin belum bisa login   karna pada saat login FORCE CLOSE terus   aktivasi sms mahal,negatif
gimana nih  saya sudah mencoba beberapa kali untuk login dan aktivasi sms namun selalu gagal dengan alasan tidak terkirim  padahal pulsa ada,negatif
"Versi 1 17 1

Malah aplikasi force close",negatif
My Bca sudah cukup bagus untuk bersaing  kalo bisa tolong tambahkan fitur intip saldo dari login page tanpa perlu login  beserta scan qris tanpa perlu login juga ,positif
Crash   force close sndiri pas udh update,negatif
kow jelek banget ini  ga bisa masuk menu  crash mental keluar lagi  sekelas BCA masa begini apps,negatif
Aneh bgt  kan ini bisa di download tpi mau login malah tidak ada koneksi internet notif nya   kalau blm mampu bikin aplikasi jangan rekrut orng yg ga berkopeten  katanya yg di rekrut IPK 3 00 ke atas  katanya yg muda  tpi ga becus semua programmer nya,negatif
Kebanyakan verif lewat sms dengan trif sekali sms 1500 mahal banget anjir,negatif
Udah 2x ID keblokir padahal baru masukin sekali Pasword salah langsung ke blokir  pas tlpb ke hallo bca kata krna 3x salah masukin pasword jadi keblokir  Jelas banget baru salah 1x masukin pasword langsung ke blokir  Udah 2x dengan kasus yg sama  hadeuhh  ,negatif
Halo bca  beberapa kali saya mengalami kendala ketika login  seperti saat ini ketika login muncul pesan  tidak ada koneksi internet  padahal kondisi inet saya baik2 saja ,positif
busuk bgt ni app  udah aktivasi berbelas2 kali buang pulsa tapi tulisannya teteeeeep aja disuruh aktivasi  gak paham lg,negatif
Versi update terbaru ini kenapa tulisannya jd makin kecil  Susah ini yg umur 40 up membaca angka2 dimutasinya,negatif
Parah banget  dalam setahun udah naik 2 kali lipat admin nya  byeee  mending pindah bank  gak ada benefit apapun pake xpresi sekarang,negatif
Sangat membantu  dalam segala hal  perpaduan konekting beberapa rekening dan kartu krdit dalam satu aplikasi  sehingga dapat memantau berbarengan  Lebih baik teruss kedepannya Mybca  ,positif
Interface bagus  informasi yang ditampilkan simple dan mudah dioprasikan  namun alangkah lebih baiknya jika ada notifikasi cashflow atau transaksi,positif
Tidak bisa melakukan transaksi apapun  Login susah sekali hari ini  notif error  Begitu sdh berhasil login malah pop up peringatan no internet connection ,positif
aplikasi lemot  transfer lemot  semua serba lemot  dikit2 something went wrong  padahal udah pake iphone 15 pro tapi masih lemot aplikasinya,negatif
Versi terbaru crash nih jadi ga bisa dipake  baru open   splashscreen  crash,positif
Aplikasi paling tergajelas dengan biaya admin paling mahal,negatif
Aplikasi sangat bagus  mudah d gunakan Tp minta usul untuk pengguna yg baru bikin rekening d my bca  Kartu atm nya tolong yg bisa d kirim ke rmh jd memudahkan nasabah gk perlu ribet ke bank lg  Apalagi yg kerjanya senin jumat kadang susah mau urus2 nya   dan satulagi kalo bisa verifikasi lewat smsnya tidak berbayar pulsa seperti bank lain hanya tinggal menunggu konfirmasi aja,positif
kalo lagi jalan semua aman  begitu salah dikit lgsg blokir sini blokir sana  aplikasi paling ribet,positif
Akhirnya gak bs pake lagi tuk iphone 5S karena IOS 12   ,negatif
Woooi zaman sekarang sudah pakai face id  atau finger print   Utk log in verifikasi dgn sms  Alasan demi keamaan  Skrng kl hp hilang  Pencuri bs  login dgn terima sms dong  Zaman skrng bnyk pengguna membeli paket data  Utk terima sms hrs beli pulsa dulu krn hrs terima sms  Lbh aman mana face id atau sms  Tlng di perbaiki,positif
Tiba2 abis update gak bisa kebuka  gmn ini  Tlp juga lama bgt  Gmn iniiiiii ,negatif
Gak wort it karna setiap keluar harus login ulang konfirmasi sms dan memerlukan pulsa   jadi tambah biaya ajaa   masih enakan bca mobile aja lah meskipun mybca lebih lemgkap fiturnya,positif
Mau masuk MyBCA tapi muter muter mulu udah 2 hari ini ,negatif
"Tampilan cukup menarik
Tp memang sedikit harus di pelajarin dan agak membingungkan ini menunya  mau isi token atau e wallet aja saya bingung ini",positif
"Dikit dikit oops terjadi kesalahan   coba lagi nanti 
Heyyy perbaiki Bug andaaaa nasabah pake m banking itu mempermudah transaksi   baik payment ataupun transfer   disaat genting seperti itu malah error   terjadi kesalahannya darimana   Haduuuu",negatif
Aplikasi yang sangat menyusahkan  Tolong pecat orang yang buat aplikasinya,negatif
"Untuk level sebuah bank besar  app nya selalu terasa jadul dari sisi tampilan dan user experience nya  Bahkan tidak support FaceID sehingga repot harus input password setiap kali login  
Tampilan nya juga sangat jauh tertinggal dibanding bank2 lain yg mudah dibaca dgn flow yg efisien ",positif
Perbanyak lagi fitur agar tidak kalah seperti mobile banking bank BUMN,positif
Tolong tambahkan haptic feedback dong saat masukin pin nya  Tks,negatif
Oke good,positif
Menu pilihan Qris Payment untuk pilihan Paylater pada saat transaksi Qris hilang hanya ada Tahapan  padahal Status Paylater aktif  sudah telp Halo BCA tidak ada solusi ,negatif
Mantap euyy,positif
"Awalnya sih ribet semenjak pakai hp yg beli dr luar harus ngurus IMEI jd gak bisa pindahin BCA mobile ke hp yg baru  
Tp skrang mudah benget  ikutin step by step verifikasi semua lancar  Untung aja no hp masih aktif jd gampang ",positif
Overall aplikasi ini udah bagus ,positif
Sekarang sudah ada fitur pencatatan keuangan secara pribadi  keren  Tingkatkan terus inovasinya  Terima kasih BCA,positif
UX dan layanan vidcall nya tidak seperti layanan BCA,negatif
Recently always got error of offline connection,negatif
"ni apps baru koq malah bnyk masalah ya 
bukan jd lebih baik tp lebih sering  no internet connection  jd ragu mau transaksi khawatir transaksi berulang 
duh ampun deh ",positif
Transaksi qris gagal tapi saldo terdebit  Mendapat notif terjadi kesalahan  Tolong perbaiki sistem pembayaran dan transfernya  Masih lebih bagus BCA Mobile lebih stabil,positif
